IP_address,Time_arrival,No_of_Attempts,Success,Type
37.62.185.77,0.6808230368816002,12,1,Dictionary
28.11.90.43,4.999126678202394,5,1,Anonymous
40.73.196.161,4.628373327235334,5,0,Anonymous
112.13.152.123,3.390120622523476,7,1,Anonymous
102.128.166.127,7.710204305753641,13,0,Anonymous
20.92.205.209,6.882996947188857,10,0,Anonymous
112.91.128.125,4.2667136416534115,11,1,Anonymous
88.19.101.176,2.855439511370947,10,1,Anonymous
96.188.145.55,6.919620584864732,6,1,Anonymous
94.38.31.41,7.955609346189424,12,0,Anonymous
119.77.155.104,5.396987247808478,10,0,Anonymous
132.107.74.132,3.469844943130732,3,1,Legit
22.193.103.18,5.124697218670588,5,0,Anonymous
110.80.94.117,1.7119341954265481,10,1,Dictionary
54.116.213.96,7.104236976593512,9,0,Anonymous
11.201.19.96,5.385546139044988,4,1,Legit
157.190.161.149,1.8897177564410006,1,1,Legit
57.94.137.29,3.813952000074038,8,0,Anonymous
173.150.178.37,6.421532990427363,9,0,Anonymous
163.125.15.84,2.8802889790872994,13,1,Anonymous
98.46.126.131,4.553462142727822,7,1,Anonymous
126.193.191.193,6.532619881258644,10,0,Anonymous
162.90.123.175,4.722647167477703,14,0,Anonymous
221.128.172.31,5.773834121938581,10,1,Anonymous
121.155.106.159,2.093774173325661,4,1,Legit
194.90.209.176,7.636177828185787,5,0,Anonymous
69.77.159.116,0.8947142780030957,11,1,Dictionary
25.47.82.151,4.383747866963351,9,0,Anonymous
55.20.106.16,2.846988143526369,14,1,Anonymous
17.51.220.21,1.3629363218592747,4,1,Legit
113.218.185.109,0.28163183364387834,11,1,Dictionary
29.193.119.36,2.196888455378109,3,1,Legit
105.210.168.212,3.809144260548253,12,0,Anonymous
143.149.220.60,3.67062174703251,13,1,Anonymous
36.47.173.28,3.014052203588002,10,0,Anonymous
64.212.154.48,6.957180240660977,5,1,Anonymous
187.165.23.222,2.4707436067893456,12,1,Anonymous
135.175.204.102,5.4540928887302815,1,1,Legit
65.149.162.77,7.243567072450856,3,1,Legit
31.76.142.142,5.1884607760907455,12,0,Anonymous
180.99.192.162,4.470132696738034,7,0,Anonymous
205.15.174.197,6.140849895632369,10,1,Anonymous
59.61.67.94,3.1390950291428457,12,1,Anonymous
213.166.207.166,5.080712944690252,7,1,Anonymous
134.194.181.198,2.7847896988458958,7,1,Anonymous
207.204.36.119,3.7585827041174937,3,1,Legit
59.48.125.90,1.842090199930122,3,0,Dictionary
208.133.185.211,0.052012703701067586,4,1,Dictionary
92.51.88.169,7.622768734855928,13,0,Anonymous
106.138.137.64,0.028556667839152006,7,1,Dictionary
217.169.187.199,0.20982442935319856,4,1,Dictionary
210.102.167.136,6.306427734684626,11,0,Anonymous
70.134.214.48,0.9751630279135997,7,1,Dictionary
148.212.142.197,4.352496556588093,13,1,Anonymous
215.167.31.81,2.1869673918273644,12,0,Anonymous
155.201.68.88,1.695077430705,3,1,Legit
177.147.123.126,7.068096330843638,2,1,Legit
105.209.18.11,7.702220693628931,7,0,Anonymous
172.158.131.86,5.069207835537576,11,0,Anonymous
80.80.13.56,5.843729507963135,5,1,Anonymous
149.110.88.96,5.056258126600721,5,1,Anonymous
131.222.60.128,6.01055234046149,6,1,Anonymous
176.122.78.200,3.3679609760812266,8,1,Anonymous
83.89.163.68,1.4899771563570967,11,1,Dictionary
37.51.92.167,2.471337029278372,12,1,Anonymous
85.60.131.125,3.5900422067550704,4,1,Legit
123.185.132.180,3.6884228176770204,12,0,Anonymous
75.134.88.65,3.653621597986419,8,1,Anonymous
46.155.210.212,4.4477575428343785,3,1,Legit
221.102.27.76,5.280299111307042,8,1,Anonymous
181.118.85.25,5.80788676067756,7,1,Anonymous
108.159.132.179,3.2667644159241114,7,0,Anonymous
65.198.41.118,1.5696741717661764,7,0,Dictionary
198.132.76.43,5.696959212901223,12,0,Anonymous
177.207.39.25,1.7612054650765545,5,0,Dictionary
26.131.92.47,3.022266911947999,14,0,Anonymous
171.79.73.186,3.342276872497812,4,1,Legit
156.110.113.44,3.7829845657555765,14,0,Anonymous
76.90.135.16,1.3825410815731694,14,0,Dictionary
28.82.65.93,6.702772379091879,3,1,Legit
218.29.44.218,7.557028804241565,7,1,Anonymous
132.149.67.164,6.83813396024289,8,1,Anonymous
76.166.70.133,6.354085515558839,12,1,Anonymous
64.166.150.212,4.882216993630883,2,1,Legit
19.102.73.109,3.785198509613351,14,0,Anonymous
150.153.46.57,2.7747137913196145,13,0,Anonymous
125.116.33.131,3.899399409970484,4,1,Legit
196.15.120.65,3.4506308915849404,8,1,Anonymous
25.147.28.192,0.6011755722393808,8,0,Dictionary
80.195.113.92,7.305756450379569,8,0,Anonymous
67.141.82.167,1.6418754823444246,9,0,Dictionary
26.72.102.46,1.1754695610615409,10,0,Dictionary
218.67.99.218,4.187891626936738,14,1,Anonymous
55.171.31.183,3.1781528624438646,11,0,Anonymous
138.36.121.30,7.5815268870305195,13,1,Anonymous
48.185.196.113,3.259262418224715,4,1,Legit
23.165.219.80,7.609859436253582,9,1,Anonymous
95.207.194.37,5.253896583220155,12,0,Anonymous
64.143.167.156,4.8405647330118295,9,1,Anonymous
166.217.174.134,3.165771990372269,3,1,Legit
127.166.191.127,3.3320674011177687,7,0,Anonymous
173.189.149.158,5.465978613096988,10,1,Anonymous
160.207.21.144,5.90136875085093,12,0,Anonymous
204.184.199.200,6.580199474724954,3,1,Legit
79.85.201.154,6.497372648510692,14,0,Anonymous
58.185.50.133,0.5093972467093986,8,1,Dictionary
106.94.130.199,5.667358968523438,13,0,Anonymous
164.34.74.188,1.899736622576027,9,1,Dictionary
169.178.50.75,3.888928645362016,10,1,Anonymous
173.107.63.182,7.204745375186771,9,1,Anonymous
107.127.158.181,5.745140765642334,11,0,Anonymous
72.113.29.66,2.1694209111592295,6,1,Anonymous
187.21.145.85,3.3362193957688584,9,0,Anonymous
206.76.105.15,7.273546075643141,7,0,Anonymous
145.29.166.102,2.4993213174429174,11,0,Anonymous
210.134.163.194,1.4801474288678884,8,1,Dictionary
75.56.189.81,0.6880759217503485,13,1,Dictionary
47.129.118.61,7.920703862338351,2,1,Legit
13.190.153.76,2.4287669059764854,7,0,Anonymous
20.186.90.199,2.7232224175695636,13,0,Anonymous
73.86.190.127,0.7862651528122067,12,1,Dictionary
84.107.103.143,0.44760932742538984,10,0,Dictionary
39.78.46.181,4.518607327139718,14,0,Anonymous
52.89.197.47,7.380314975325273,1,1,Legit
19.177.145.112,5.239975258086775,13,1,Anonymous
206.204.12.28,1.2327573887828533,6,1,Dictionary
52.197.156.157,2.470922567432269,10,0,Anonymous
120.83.123.27,5.992889398036564,10,1,Anonymous
118.197.53.85,7.333464995874887,11,1,Anonymous
211.93.222.112,1.5618095783366472,6,1,Dictionary
179.170.43.219,1.8378457737137577,8,0,Dictionary
11.21.206.217,0.5863940328041712,9,1,Dictionary
23.53.105.47,3.7029945376350897,10,1,Anonymous
45.83.29.123,3.827732004058155,11,1,Anonymous
103.194.80.115,4.316712386205486,3,1,Legit
26.49.120.39,1.680104834250474,8,0,Dictionary
96.178.144.34,4.027314686319544,8,1,Anonymous
214.39.132.121,0.6200469221225742,14,1,Dictionary
115.152.58.197,2.9915116204988808,8,1,Anonymous
125.113.219.155,7.610833180694765,10,0,Anonymous
192.101.27.36,6.645987762711759,10,0,Anonymous
90.74.79.123,1.9793007667488016,5,1,Dictionary
218.214.169.50,7.985607856459507,12,1,Anonymous
83.149.48.131,7.498746184994327,12,1,Anonymous
45.143.171.197,5.230412490348409,13,1,Anonymous
143.162.119.36,3.9485980534249565,9,0,Anonymous
26.209.142.122,3.5023613540617093,7,0,Anonymous
110.49.138.183,3.1994091149257873,9,0,Anonymous
76.52.114.199,6.954309514374667,1,1,Legit
48.112.219.10,6.84206188568459,5,1,Anonymous
108.33.40.194,1.878436520159866,13,0,Dictionary
51.149.93.156,0.9630988165185768,8,0,Dictionary
85.105.213.91,5.892062970544979,1,1,Legit
111.67.191.78,6.255481740274314,7,0,Anonymous
160.22.71.147,0.9758309656923858,14,1,Dictionary
117.217.218.63,3.9549672483213403,6,0,Anonymous
189.49.43.32,7.059884177412513,14,1,Anonymous
222.87.214.172,4.122470003744506,9,0,Anonymous
89.140.145.134,5.023192989823337,5,1,Anonymous
93.118.101.102,3.1502752241325895,4,1,Legit
133.83.127.222,6.568888520239066,4,1,Legit
158.71.155.26,3.372318811305375,10,1,Anonymous
214.183.54.17,0.45000304901983146,8,1,Dictionary
211.44.48.37,0.8471511699312666,6,0,Dictionary
60.129.150.102,0.8848862151139834,13,1,Dictionary
96.29.148.37,0.6422325775163644,14,0,Dictionary
169.39.116.55,4.5520077088267445,6,0,Anonymous
172.36.218.152,7.938987243630723,12,0,Anonymous
122.31.166.143,0.061248998805755406,10,0,Dictionary
91.192.100.184,6.433161799849536,6,0,Anonymous
114.43.29.94,1.4905413552991371,10,1,Dictionary
126.88.221.102,6.789556993705963,11,0,Anonymous
24.156.72.142,3.4755755061611042,10,0,Anonymous
30.17.105.130,7.497113912757461,12,0,Anonymous
18.220.29.154,4.543504957436941,6,1,Anonymous
151.33.172.67,6.833808719567683,12,0,Anonymous
204.36.194.87,4.877099737330256,7,1,Anonymous
53.18.35.11,2.8725648448337475,3,1,Legit
24.170.112.87,3.921957277726708,12,1,Anonymous
33.14.11.90,3.153264330457324,9,0,Anonymous
138.185.179.10,7.501781558741721,5,1,Anonymous
67.50.67.221,3.609524391741698,10,1,Anonymous
49.21.95.178,6.350486039304719,2,1,Legit
145.21.113.37,2.0739357940021703,5,1,Anonymous
80.75.70.23,4.075128253452492,6,1,Anonymous
220.11.120.133,7.04365573920006,14,0,Anonymous
46.46.34.116,5.38575129889213,2,1,Legit
167.73.85.24,6.301513235892287,1,1,Legit
102.209.85.149,7.460212781675742,14,1,Anonymous
32.169.111.60,3.6603512902621524,8,0,Anonymous
102.88.34.190,3.9442634343699305,7,0,Anonymous
67.129.46.203,3.2290449786243496,10,0,Anonymous
123.98.52.34,7.5364011762668905,4,1,Legit
39.149.201.68,4.961888648843669,6,0,Anonymous
170.38.205.80,3.017826216788796,6,1,Anonymous
51.181.152.107,6.12494964148997,1,1,Legit
142.92.29.72,1.33047817890189,1,1,Legit
131.18.133.91,2.7951099210224477,9,0,Anonymous
57.198.198.122,5.53857868734375,14,0,Anonymous
189.133.82.71,0.9932028040719256,11,0,Dictionary
75.136.118.68,5.7953916702296215,9,0,Anonymous
72.166.191.222,3.2885432959607233,12,0,Anonymous
118.209.104.24,5.897780960587288,14,0,Anonymous
39.63.207.55,6.358020550601315,2,1,Legit
114.163.69.100,2.863931739327941,8,0,Anonymous
34.220.150.98,2.5506976766330647,12,0,Anonymous
192.55.202.116,1.132978819921993,3,0,Dictionary
173.53.32.147,5.024285311167063,8,1,Anonymous
220.159.64.114,5.969455692673698,1,1,Legit
60.155.84.165,1.913059719486009,14,1,Dictionary
207.146.56.160,5.518504220249681,5,0,Anonymous
174.57.76.98,2.632705403445758,6,1,Anonymous
29.197.129.99,5.836591187311387,14,1,Anonymous
143.71.12.167,3.6009586600893853,5,1,Anonymous
43.79.211.191,3.950588280624163,7,0,Anonymous
147.61.204.41,6.281188415953603,11,1,Anonymous
160.188.196.105,5.785647574189137,11,1,Anonymous
126.111.20.187,5.456710945654394,10,1,Anonymous
77.20.139.15,7.77138320140874,6,0,Anonymous
